Drug,Disease,Phases,Status,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClusteringCoefficient,RandomWalkCentrality
foscarnet,hiv infections,PHASE2,COMPLETED,0.13777267508610794,0.0293814919613688,2.1858062782480024e-05,0.9859943977591037,0.0008963640182601759
ganciclovir,hiv infections,PHASE2,COMPLETED,0.17221584385763491,0.03366053235525887,0.00029319350047424833,0.7475615212527964,0.0011857059696896613
antitubercular agents,pneumonia,PHASE2; PHASE3,ACTIVE_NOT_RECRUITING,0.05970149253731343,0.010606341907016417,0.00014880480820225484,0.6900452488687783,0.0006182747227608826
antitubercular agents,acquired immunodeficiency syndrome,PHASE2; PHASE3,ACTIVE_NOT_RECRUITING,0.05970149253731343,0.010606341907016417,0.00014880480820225484,0.6900452488687783,0.0006182747227608826
antitubercular agents,tuberculosis,PHASE2; PHASE3,ACTIVE_NOT_RECRUITING,0.05970149253731343,0.010606341907016417,0.00014880480820225484,0.6900452488687783,0.0006182747227608826
antitubercular agents,cytomegalovirus infections,PHASE2; PHASE3,ACTIVE_NOT_RECRUITING,0.05970149253731343,0.010606341907016417,0.00014880480820225484,0.6900452488687783,0.0006182747227608826
prednisolone,disease progression,PHASE2,COMPLETED,0.4087256027554535,0.06941810021551474,0.02500047177590638,0.3074537110302263,0.004141797334678536
tenofovir,hiv infections,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
zidovudine,hiv infections,PHASE3,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
stavudine,hiv infections,PHASE3,COMPLETED,0.19402985074626866,0.043076177089789336,0.00048201346147623775,0.669061707523246,0.001472586336500814
interleukin-2,hiv infections,PHASE2,COMPLETED,0.4121699196326062,0.08041184117879872,0.007008758225593671,0.3638443223728233,0.0034739017675394297
voriconazole,mycoses,PHASE3,COMPLETED,0.004592422502870264,0.0006707953350709598,5.116751846305762e-07,0.6666666666666666,0.0002225221000484397
carboplatin,"lymphoma, non-hodgkin",PHASE2,COMPLETED,0.1859931113662457,0.02947472093587848,0.0018606706268719812,0.43853998926462695,0.003181701940408363
etoposide,"lymphoma, non-hodgkin",PHASE2,COMPLETED,0.27324913892078073,0.0474863209635484,0.003854651606971434,0.4355565010814452,0.004056680800258441
ifosfamide,"lymphoma, non-hodgkin",PHASE2,COMPLETED,0.1182548794489093,0.01994501899896831,0.000476567412471907,0.5709118598895869,0.0016520057856692551
fluorescein-5-isothiocyanate,hiv infections,PHASE3,COMPLETED,0.14810562571756603,0.03075693958156741,0.0002775170612904554,0.8831153100775194,0.0011642952728502698
fluorescein-5-isothiocyanate,hiv infections,PHASE3,COMPLETED,0.14810562571756603,0.03075693958156741,0.0002775170612904554,0.8831153100775194,0.0011642952728502698
fluorescein-5-isothiocyanate,hiv infections,PHASE3,COMPLETED,0.14810562571756603,0.03075693958156741,0.0002775170612904554,0.8831153100775194,0.0011642952728502698
fluorescein-5-isothiocyanate,hiv infections,PHASE3,COMPLETED,0.14810562571756603,0.03075693958156741,0.0002775170612904554,0.8831153100775194,0.0011642952728502698
nonoxynol,hiv infections,PHASE3,COMPLETED,0.13662456946039037,0.02935005681469631,0.0,1.0,0.0008737483769708511
nevirapine,acquired immunodeficiency syndrome,PHASE4,COMPLETED,0.19862227324913892,0.043483057897793755,0.0005994128497046099,0.6472644172603844,0.001553296972563227
zidovudine,acquired immunodeficiency syndrome,PHASE4,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
minocycline,hiv infections,PHASE2,TERMINATED,0.3869115958668198,0.08157741437487498,0.004326141562082135,0.41594248975554615,0.0025725177744506497
zidovudine,hiv infections,PHASE2,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
tenofovir,hiv infections,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lamivudine,hiv infections,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
tenofovir,acquired immunodeficiency syndrome,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lamivudine,acquired immunodeficiency syndrome,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
tenofovir,hiv infections,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lamivudine,hiv infections,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
raltegravir potassium,hiv infections,PHASE3,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
tenofovir,hiv infections,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lamivudine,hiv infections,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
tenofovir,tuberculosis,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lamivudine,tuberculosis,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
raltegravir potassium,tuberculosis,PHASE3,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
tenofovir,tuberculosis,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lamivudine,tuberculosis,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
lopinavir,hiv infections,PHASE2,COMPLETED,0.2066590126291619,0.038200821122520205,0.001697061007673449,0.5543761638733706,0.0020375569261043298
ritonavir,hiv infections,PHASE2,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
lamivudine,hiv infections,PHASE2,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
tenofovir,hiv infections,PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
tenofovir,"liver cirrhosis, biliary",PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
raltegravir potassium,"liver cirrhosis, biliary",PHASE2,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
lamivudine,hiv infections,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
zidovudine,hiv infections,PHASE3,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
nevirapine,hiv infections,PHASE2,COMPLETED,0.19862227324913892,0.043483057897793755,0.0005994128497046099,0.6472644172603844,0.001553296972563227
nelfinavir,hiv infections,PHASE4,COMPLETED,0.20780711825487946,0.04479710605846225,0.0007851015677777185,0.6137507673419276,0.001517053640461093
"emtricitabine, tenofovir disoproxil fumarate drug combination",hiv infections,PHASE2,RECRUITING,0.1423650975889782,0.02986661617646545,8.206118945326663e-05,0.9362706530291109,0.000988784164521492
naltrexone,amphetamine-related disorders,PHASE2,COMPLETED,0.22388059701492538,0.049828768105308036,0.0011028707633762207,0.5506740681998414,0.0017639271803060448
pravastatin,hiv infections,PHASE2,COMPLETED,0.3455797933409874,0.0747104024210835,0.003814428926877949,0.45960132890365446,0.0026833410382921174
rosuvastatin calcium,hiv infections,PHASE2,COMPLETED,0.40298507462686567,0.07785562097123826,0.008473450454519341,0.37024013024013025,0.0038267815188590157
pravastatin,coronary disease,PHASE2,COMPLETED,0.3455797933409874,0.0747104024210835,0.003814428926877949,0.45960132890365446,0.0026833410382921174
rosuvastatin calcium,coronary disease,PHASE2,COMPLETED,0.40298507462686567,0.07785562097123826,0.008473450454519341,0.37024013024013025,0.0038267815188590157
rosuvastatin calcium,hypercholesterolemia,PHASE4,COMPLETED,0.40298507462686567,0.07785562097123826,0.008473450454519341,0.37024013024013025,0.0038267815188590157
ribavirin,hepatitis c,PHASE2,COMPLETED,0.1733639494833525,0.034302277550849636,0.0018058127140233439,0.6843267108167771,0.0013750051679994309
vinblastine,hiv infections,PHASE2,COMPLETED,0.1928817451205511,0.0361786250842095,0.0010852376727218938,0.6377245508982036,0.0015220947934976871
dacarbazine,hiv infections,PHASE2,COMPLETED,0.18714121699196326,0.03563671348625996,0.0008348266173549776,0.664091494357343,0.001429128295576534
filgrastim,hiv infections,PHASE2,COMPLETED,0.2583237657864524,0.04600583796762685,0.002628656275640341,0.4688095238095238,0.002543139964976037
bleomycin,hiv infections,PHASE2,COMPLETED,0.1492537313432836,0.03087793415602194,0.00030263696813981827,0.8729874776386404,0.0010120356064288211
doxorubicin,hiv infections,PHASE2,COMPLETED,0.37657864523536166,0.06924980765884732,0.00945787496004056,0.3610986797941374,0.004231673129074236
vinblastine,hodgkin disease,PHASE2,COMPLETED,0.1928817451205511,0.0361786250842095,0.0010852376727218938,0.6377245508982036,0.0015220947934976871
dacarbazine,hodgkin disease,PHASE2,COMPLETED,0.18714121699196326,0.03563671348625996,0.0008348266173549776,0.664091494357343,0.001429128295576534
filgrastim,hodgkin disease,PHASE2,COMPLETED,0.2583237657864524,0.04600583796762685,0.002628656275640341,0.4688095238095238,0.002543139964976037
bleomycin,hodgkin disease,PHASE2,COMPLETED,0.1492537313432836,0.03087793415602194,0.00030263696813981827,0.8729874776386404,0.0010120356064288211
doxorubicin,hodgkin disease,PHASE2,COMPLETED,0.37657864523536166,0.06924980765884732,0.00945787496004056,0.3610986797941374,0.004231673129074236
interleukin-2,hiv infections,PHASE2,COMPLETED,0.4121699196326062,0.08041184117879872,0.007008758225593671,0.3638443223728233,0.0034739017675394297
filgrastim,hiv infections,PHASE2,COMPLETED,0.2583237657864524,0.04600583796762685,0.002628656275640341,0.4688095238095238,0.002543139964976037
filgrastim,cytopenia,PHASE2,COMPLETED,0.2583237657864524,0.04600583796762685,0.002628656275640341,0.4688095238095238,0.002543139964976037
alendronate,hiv infections,PHASE2,COMPLETED,0.21928817451205512,0.04526614618111833,0.0008566314977884476,0.6034720308624966,0.0014115705112714657
interleukin-2,hiv infections,PHASE2,COMPLETED,0.4121699196326062,0.08041184117879872,0.007008758225593671,0.3638443223728233,0.0034739017675394297
lamivudine,hiv infections,PHASE4,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
hydroxyurea,hiv infections,PHASE2,TERMINATED,0.21125143513203215,0.03984715381613847,0.0020751836510822888,0.5614754098360656,0.0016336622211967845
delavirdine,hiv infections,PHASE2,TERMINATED,0.13662456946039037,0.02935005681469631,0.0,1.0,0.0008737483769708511
stavudine,hiv infections,PHASE2,TERMINATED,0.19402985074626866,0.043076177089789336,0.00048201346147623775,0.669061707523246,0.001472586336500814
didanosine,hiv infections,PHASE2,TERMINATED,0.19747416762342135,0.04407815918133874,0.0005060725298554338,0.6571467428260573,0.0015093183704254296
atazanavir sulfate,infections,PHASE2,COMPLETED,0.15958668197474168,0.03240270016805636,0.00042039486225542715,0.7901157335001564,0.0011742514952882577
ritonavir,infections,PHASE2,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
tenofovir,infections,PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
emtricitabine,infections,PHASE2,COMPLETED,0.1515499425947187,0.03153529368283502,0.00031018757046641533,0.8533425861670136,0.0012375157426914036
atazanavir sulfate,hiv infections,PHASE2,COMPLETED,0.15958668197474168,0.03240270016805636,0.00042039486225542715,0.7901157335001564,0.0011742514952882577
ritonavir,hiv infections,PHASE2,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
tenofovir,hiv infections,PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
emtricitabine,hiv infections,PHASE2,COMPLETED,0.1515499425947187,0.03153529368283502,0.00031018757046641533,0.8533425861670136,0.0012375157426914036
raltegravir potassium,"bone diseases, metabolic",PHASE4,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
raltegravir potassium,osteoporosis,PHASE4,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
raltegravir potassium,hiv infections,PHASE4,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
tetrabenazine,huntington disease,PHASE2; PHASE3,RECRUITING,0.003444316877152698,0.001094491753597102,0.0,1.0,0.0001908710505888015
saquinavir,hiv infections,PHASE3,COMPLETED,0.18714121699196326,0.042245249339520466,0.000369103001851826,0.7017344542906915,0.0012749090054333526
doxycycline,sexually transmitted diseases,PHASE4,COMPLETED,0.3157290470723307,0.0696863292616807,0.004662018448617401,0.4640477770404778,0.0025215334052818466
chloroquine,hiv infections,PHASE2; PHASE3,TERMINATED,0.208955223880597,0.04305837951356161,0.0006706805572891903,0.6400339991500212,0.001333819135353762
tenofovir,hepatitis b,PHASE1; PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
telbivudine,hepatitis b,PHASE1; PHASE2,COMPLETED,0.04362801377726751,0.008897241905310523,0.0001927623615451354,0.6230440967283073,0.0005154094189674495
tenofovir,hepatitis b,PHASE1; PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
lopinavir,hiv infections,PHASE2,COMPLETED,0.2066590126291619,0.038200821122520205,0.001697061007673449,0.5543761638733706,0.0020375569261043298
ritonavir,hiv infections,PHASE2,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
emtricitabine,hiv infections,PHASE2,COMPLETED,0.1515499425947187,0.03153529368283502,0.00031018757046641533,0.8533425861670136,0.0012375157426914036
stavudine,hiv infections,PHASE2,COMPLETED,0.19402985074626866,0.043076177089789336,0.00048201346147623775,0.669061707523246,0.001472586336500814
peptide t,hiv infections,PHASE2,COMPLETED,0.14695752009184845,0.031835924851253646,8.498189648608161e-05,0.8986220472440944,0.0009288859805270692
peptide t,communication disorders,PHASE2,COMPLETED,0.14695752009184845,0.031835924851253646,8.498189648608161e-05,0.8986220472440944,0.0009288859805270692
zidovudine,hiv infections,PHASE3,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
emtricitabine,hiv infections,PHASE3,COMPLETED,0.1515499425947187,0.03153529368283502,0.00031018757046641533,0.8533425861670136,0.0012375157426914036
tenofovir,hiv infections,PHASE3,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
tenofovir,hepatitis d,PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
darunavir,hiv infections,PHASE4,COMPLETED,0.1492537313432836,0.030821910523560155,0.00014942309514066367,0.8765652951699463,0.0011274017257947202
ritonavir,hiv infections,PHASE4,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
lopinavir,hiv infections,PHASE4,COMPLETED,0.2066590126291619,0.038200821122520205,0.001697061007673449,0.5543761638733706,0.0020375569261043298
ritonavir,hiv infections,PHASE4,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
cyclosporine,hiv infections,PHASE2,COMPLETED,0.338691159586682,0.05672412854967254,0.00819016119675902,0.362850224835697,0.003317967578520263
ribavirin,hepatitis c,PHASE2,TERMINATED,0.1733639494833525,0.034302277550849636,0.0018058127140233439,0.6843267108167771,0.0013750051679994309
interferon alpha-2,hepatitis c,PHASE4,COMPLETED,0.15040183696900114,0.030633242007205373,0.0005389901917848801,0.8555490311215502,0.0011955364013064584
ribavirin,hepatitis c,PHASE4,COMPLETED,0.1733639494833525,0.034302277550849636,0.0018058127140233439,0.6843267108167771,0.0013750051679994309
raltegravir potassium,hiv infections,PHASE2,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
atazanavir sulfate,hiv infections,PHASE2,COMPLETED,0.15958668197474168,0.03240270016805636,0.00042039486225542715,0.7901157335001564,0.0011742514952882577
raltegravir potassium,hiv infections,PHASE2,COMPLETED,0.23191733639494835,0.047136426192472033,0.002443493827459042,0.504408649820206,0.001913599802531024
atazanavir sulfate,hiv infections,PHASE2,COMPLETED,0.15958668197474168,0.03240270016805636,0.00042039486225542715,0.7901157335001564,0.0011742514952882577
lopinavir,hiv infections,PHASE3,COMPLETED,0.2066590126291619,0.038200821122520205,0.001697061007673449,0.5543761638733706,0.0020375569261043298
lopinavir,hiv infections,PHASE3,COMPLETED,0.2066590126291619,0.038200821122520205,0.001697061007673449,0.5543761638733706,0.0020375569261043298
busulfan,myelodysplastic syndromes,PHASE2,COMPLETED,0.1148105625717566,0.017966339335516106,0.0004659423254766236,0.5484848484848485,0.002035946221178888
cyclophosphamide,myelodysplastic syndromes,PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
cyclophosphamide,myelodysplastic syndromes,PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
sirolimus,myelodysplastic syndromes,PHASE2,COMPLETED,0.36624569460390355,0.07120099485942542,0.0077235095333483,0.3576822223536602,0.003862940011879143
mycophenolic acid,myelodysplastic syndromes,PHASE2,COMPLETED,0.2606199770378875,0.051802676512310096,0.0033363155240734286,0.47811001520408564,0.0026003361979667293
granulocyte colony-stimulating factor,myelodysplastic syndromes,PHASE2,COMPLETED,0.21814006888633755,0.03935613451382574,0.0019139530589547802,0.53895850737956,0.0024140103807196297
busulfan,"leukemia, lymphocytic, chronic, b-cell",PHASE2,COMPLETED,0.1148105625717566,0.017966339335516106,0.0004659423254766236,0.5484848484848485,0.002035946221178888
cyclophosphamide,"leukemia, lymphocytic, chronic, b-cell",PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
cyclophosphamide,"leukemia, lymphocytic, chronic, b-cell",PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
sirolimus,"leukemia, lymphocytic, chronic, b-cell",PHASE2,COMPLETED,0.36624569460390355,0.07120099485942542,0.0077235095333483,0.3576822223536602,0.003862940011879143
mycophenolic acid,"leukemia, lymphocytic, chronic, b-cell",PHASE2,COMPLETED,0.2606199770378875,0.051802676512310096,0.0033363155240734286,0.47811001520408564,0.0026003361979667293
granulocyte colony-stimulating factor,"leukemia, lymphocytic, chronic, b-cell",PHASE2,COMPLETED,0.21814006888633755,0.03935613451382574,0.0019139530589547802,0.53895850737956,0.0024140103807196297
busulfan,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.1148105625717566,0.017966339335516106,0.0004659423254766236,0.5484848484848485,0.002035946221178888
cyclophosphamide,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
cyclophosphamide,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
sirolimus,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.36624569460390355,0.07120099485942542,0.0077235095333483,0.3576822223536602,0.003862940011879143
mycophenolic acid,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.2606199770378875,0.051802676512310096,0.0033363155240734286,0.47811001520408564,0.0026003361979667293
granulocyte colony-stimulating factor,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.21814006888633755,0.03935613451382574,0.0019139530589547802,0.53895850737956,0.0024140103807196297
busulfan,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.1148105625717566,0.017966339335516106,0.0004659423254766236,0.5484848484848485,0.002035946221178888
cyclophosphamide,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
cyclophosphamide,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
sirolimus,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.36624569460390355,0.07120099485942542,0.0077235095333483,0.3576822223536602,0.003862940011879143
mycophenolic acid,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.2606199770378875,0.051802676512310096,0.0033363155240734286,0.47811001520408564,0.0026003361979667293
granulocyte colony-stimulating factor,precursor cell lymphoblastic leukemia-lymphoma,PHASE2,COMPLETED,0.21814006888633755,0.03935613451382574,0.0019139530589547802,0.53895850737956,0.0024140103807196297
busulfan,"leukemia, myeloid, acute",PHASE2,COMPLETED,0.1148105625717566,0.017966339335516106,0.0004659423254766236,0.5484848484848485,0.002035946221178888
cyclophosphamide,"leukemia, myeloid, acute",PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
cyclophosphamide,"leukemia, myeloid, acute",PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
sirolimus,"leukemia, myeloid, acute",PHASE2,COMPLETED,0.36624569460390355,0.07120099485942542,0.0077235095333483,0.3576822223536602,0.003862940011879143
mycophenolic acid,"leukemia, myeloid, acute",PHASE2,COMPLETED,0.2606199770378875,0.051802676512310096,0.0033363155240734286,0.47811001520408564,0.0026003361979667293
granulocyte colony-stimulating factor,"leukemia, myeloid, acute",PHASE2,COMPLETED,0.21814006888633755,0.03935613451382574,0.0019139530589547802,0.53895850737956,0.0024140103807196297
busulfan,"leukemia, biphenotypic, acute",PHASE2,COMPLETED,0.1148105625717566,0.017966339335516106,0.0004659423254766236,0.5484848484848485,0.002035946221178888
cyclophosphamide,"leukemia, biphenotypic, acute",PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
cyclophosphamide,"leukemia, biphenotypic, acute",PHASE2,COMPLETED,0.3857634902411022,0.06545557484222551,0.012666505833935143,0.30948827292110875,0.0064022321907947
sirolimus,"leukemia, biphenotypic, acute",PHASE2,COMPLETED,0.36624569460390355,0.07120099485942542,0.0077235095333483,0.3576822223536602,0.003862940011879143
mycophenolic acid,"leukemia, biphenotypic, acute",PHASE2,COMPLETED,0.2606199770378875,0.051802676512310096,0.0033363155240734286,0.47811001520408564,0.0026003361979667293
granulocyte colony-stimulating factor,"leukemia, biphenotypic, acute",PHASE2,COMPLETED,0.21814006888633755,0.03935613451382574,0.0019139530589547802,0.53895850737956,0.0024140103807196297
tenofovir,hepatitis b,PHASE2,COMPLETED,0.26865671641791045,0.05182969336936202,0.0028612803078282094,0.45823704192802905,0.0026038469588004374
interleukin-2,hiv infections,PHASE1; PHASE2,COMPLETED,0.4121699196326062,0.08041184117879872,0.007008758225593671,0.3638443223728233,0.0034739017675394297
maraviroc,covid-19,PHASE2,TERMINATED,0.1963260619977038,0.03991507767380788,0.0012259704794122094,0.60921912624699,0.0015573801426633812
maraviroc,covid-19,PHASE2,TERMINATED,0.1963260619977038,0.03991507767380788,0.0012259704794122094,0.60921912624699,0.0015573801426633812
fluorescein-5-isothiocyanate,hiv infections,PHASE3,COMPLETED,0.14810562571756603,0.03075693958156741,0.0002775170612904554,0.8831153100775194,0.0011642952728502698
fluorescein-5-isothiocyanate,hiv infections,PHASE3,COMPLETED,0.14810562571756603,0.03075693958156741,0.0002775170612904554,0.8831153100775194,0.0011642952728502698
maraviroc,hematologic neoplasms,PHASE1; PHASE2,RECRUITING,0.1963260619977038,0.03991507767380788,0.0012259704794122094,0.60921912624699,0.0015573801426633812
ritonavir,hiv infections,PHASE3,TERMINATED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
zidovudine,hiv infections,PHASE3,TERMINATED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
ritonavir,hepatitis c,PHASE3,COMPLETED,0.3719862227324914,0.07339435105686062,0.009239823450098767,0.3760845468791805,0.0037025001935344845
ribavirin,hepatitis c,PHASE3,COMPLETED,0.1733639494833525,0.034302277550849636,0.0018058127140233439,0.6843267108167771,0.0013750051679994309
saquinavir,hiv infections,PHASE2,COMPLETED,0.18714121699196326,0.042245249339520466,0.000369103001851826,0.7017344542906915,0.0012749090054333526
lamivudine,hiv infections,PHASE2,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
stavudine,hiv infections,PHASE2,COMPLETED,0.19402985074626866,0.043076177089789336,0.00048201346147623775,0.669061707523246,0.001472586336500814
zidovudine,hiv infections,PHASE2,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
zalcitabine,hiv infections,PHASE2,COMPLETED,0.13662456946039037,0.02935005681469631,0.0,1.0,0.0009019277584331627
didanosine,hiv infections,PHASE2,COMPLETED,0.19747416762342135,0.04407815918133874,0.0005060725298554338,0.6571467428260573,0.0015093183704254296
lamivudine,hiv infections,PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
zidovudine,hiv infections,PHASE3,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
lamivudine,hiv infections,PHASE1; PHASE2,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
nevirapine,hiv infections,PHASE1; PHASE2,COMPLETED,0.19862227324913892,0.043483057897793755,0.0005994128497046099,0.6472644172603844,0.001553296972563227
lamivudine,hiv infections,PHASE1; PHASE2,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
nevirapine,hiv infections,PHASE1; PHASE2,COMPLETED,0.19862227324913892,0.043483057897793755,0.0005994128497046099,0.6472644172603844,0.001553296972563227
stavudine,hiv infections,PHASE1; PHASE2,COMPLETED,0.19402985074626866,0.043076177089789336,0.00048201346147623775,0.669061707523246,0.001472586336500814
zidovudine,"paraparesis, tropical spastic",PHASE2; PHASE3,COMPLETED,0.24225028702640644,0.0490663018026314,0.0015047489053504229,0.5192055969307154,0.0021411579475691866
lamivudine,"paraparesis, tropical spastic",PHASE2; PHASE3,COMPLETED,0.28243398392652125,0.054649683884912245,0.003866847806306296,0.43789613406338146,0.0027847513694263847
moxifloxacin,tuberculosis,PHASE2,COMPLETED,0.02640642939150402,0.004618709277451914,0.0004074302461001751,0.7154150197628458,0.000595058850460906
tamoxifen,"meningitis, cryptococcal",PHASE2,COMPLETED,0.1997703788748565,0.03948046079040576,0.0015928459326455824,0.5175735831506212,0.0014991759926855047
